Open,High,Low,Close,Volume
1208050,1208100,1208000,1208100,2261
1208010,1208100,1208010,1208099,1376
1208100,1208100,1207900,1207988,9739
1208000,1208090,1207950,1207950,1167
1207900,1208000,1207900,1207947,701
1207999,1207999,1207900,1207968,3054
1207950,1207950,1207800,1207801,7943
1207900,1208000,1207900,1207950,2058
1207900,1207950,1207800,1207950,7615
1207901,1208000,1207900,1207950,2215
1208000,1208000,1207700,1207700,6086
1207750,1208000,1207725,1207990,4794
1208000,1208000,1208000,1208000,7343
1207820,1208100,1207820,1208050,725
1208100,1208100,1208000,1208096,1068
1208000,1208200,1208000,1208100,10127
1208190,1208600,1208092,1208600,11928
1208699,1208800,1208500,1208600,13197
1208650,1208699,1208500,1208600,6822
1208700,1208700,1208580,1208644,2000
1208500,1208606,1208500,1208575,1797
1208500,1208600,1208450,1208500,1335
1208599,1208700,1208599,1208700,2129
1208700,1208800,1208700,1208700,2585
1208701,1208800,1208700,1208700,4230
1208700,1208700,1208600,1208700,1363
1208700,1208700,1208400,1208400,3374
1208345,1208505,1208300,1208400,2729
1208300,1208500,1208200,1208200,4955
1208200,1208200,1208100,1208100,2552
1208199,1208200,1208199,1208200,1219
1208200,1208200,1208100,1208100,4193
1208100,1208200,1208100,1208100,1292
1208100,1208100,1208000,1208000,6224
1208100,1208101,1208100,1208101,1102
1208114,1208120,1208000,1208000,3630
1208000,1208000,1208000,1208000,2200
1208000,1208000,1208000,1208000,200
1208052,1208300,1208052,1208210,9478
1208299,1208299,1208200,1208200,501
1208200,1208300,1208200,1208300,349
1208300,1208500,1208300,1208500,2450
1208500,1208501,1208500,1208500,629
1208600,1208698,1208590,1208698,4340
1208600,1208600,1208600,1208600,1050
1208600,1208800,1208600,1208700,3420
1208701,1208970,1208700,1208900,5171
1209000,1209000,1208900,1208900,9241
1208901,1208901,1208701,1208900,1975
1208900,1208910,1208500,1208550,3214
1208510,1208700,1208500,1208700,4415
1208700,1208800,1208600,1208600,424
1208500,1208900,1208500,1208872,2824
1208900,1208900,1208800,1208800,847
1208899,1208900,1208600,1208700,936
1208700,1208899,1208600,1208600,2520
1208600,1208680,1208600,1208680,183
1208698,1208770,1208604,1208770,6192
1208800,1208800,1208700,1208799,3316
1208600,1208690,1208500,1208690,1573
1208500,1208510,1208448,1208448,1400
1208400,1208500,1208400,1208440,5600
1208500,1208500,1208410,1208500,770
1208400,1208450,1208400,1208402,985
1208400,1208401,1208400,1208400,678
1208400,1208499,1208400,1208499,160
1208400,1208400,1208050,1208050,4787
1208075,1208100,1208002,1208010,1753
1208000,1208100,1208000,1208099,1428
1208090,1208100,1208000,1208100,1570
1208100,1208100,1208099,1208099,1300
1208050,1208100,1208040,1208040,3800
1208100,1208150,1208000,1208100,1494
1208100,1208200,1208010,1208172,1721
1208145,1208200,1208140,1208190,520
1208200,1208200,1208000,1208020,2431
1208200,1208200,1208000,1208195,4455
1208200,1208200,1208200,1208200,12
1208100,1208352,1208100,1208352,4782
1208300,1208500,1208300,1208401,3615
1208300,1208452,1208300,1208400,4800
1208500,1208500,1208500,1208500,100
1208500,1208600,1208499,1208499,1285
1208600,1208600,1208550,1208600,3585
1208510,1208510,1208510,1208510,500
1208600,1208700,1208552,1208700,995
1208747,1208900,1208600,1208850,4432
1208900,1209000,1208900,1209000,1130
1208900,1208900,1208890,1208890,152
1208900,1209000,1208810,1209000,4081
1209000,1209100,1208800,1209000,10369
1209000,1209075,1209000,1209000,579
1209000,1209100,1209000,1209100,4864
1209100,1209200,1209100,1209200,1853
1209100,1209300,1209100,1209200,4208
1209300,1209399,1209300,1209300,2613
1209360,1209500,1209300,1209500,7309
1209500,1209900,1209500,1209900,5532
1209800,1209820,1209700,1209820,7214
1209850,1210000,1209530,1210000,11853
1210000,1210000,1209900,1210000,5159
1210000,1210000,1209900,1209900,4268
1209900,1209900,1209600,1209610,4444
1209700,1209700,1209500,1209600,4036
1209700,1209700,1209700,1209700,5000
1209600,1209600,1209599,1209599,320
1209501,1209599,1209500,1209500,4461
1209400,1209400,1209300,1209400,652
1209350,1209400,1209300,1209400,1347
1209310,1209400,1209310,1209400,150
1209420,1209540,1209420,1209500,6347
1209580,1209600,1209580,1209599,135
1209510,1209552,1209510,1209552,2075
1209500,1209590,1209500,1209548,1712
1209500,1209510,1209500,1209510,506
1209600,1209600,1209400,1209500,6536
1209401,1209600,1209401,1209600,2144
1209532,1209532,1209500,1209510,304
1209565,1209599,1209500,1209599,900
1209550,1209600,1209501,1209600,1576
1209525,1209525,1209525,1209525,35
1209599,1209700,1209500,1209600,4175
1209700,1210100,1209700,1210100,2029
1210100,1210100,1209500,1209900,4429
1209800,1209800,1209700,1209780,3070
1209710,1209970,1209700,1209970,5342
1209910,1209990,1209700,1209700,2183
1209630,1209950,1209600,1209699,6682
1209600,1209962,1209600,1209900,9150
1210000,1210000,1210000,1210000,775
1209900,1210000,1209900,1210000,1015
1210000,1210000,1210000,1210000,100
1210000,1210300,1210000,1210299,1155
1210200,1210200,1210100,1210100,308
1209935,1209999,1209935,1209980,3000
1210300,1210300,1210000,1210000,910
1209910,1209980,1209910,1209980,66
1209900,1210000,1209900,1209900,1793
1209810,1209892,1209800,1209800,240
1209900,1209900,1209800,1209800,3370
1209600,1209650,1209600,1209650,503
1209644,1209700,1209600,1209600,610
1209700,1209790,1209700,1209700,2232
1209700,1209700,1209700,1209700,614
1209700,1209700,1209600,1209700,2581
1209625,1209625,1209625,1209625,10
1209799,1209799,1209650,1209700,264
1209600,1209800,1209600,1209799,705
1209799,1209800,1209600,1209600,153
1209600,1209800,1209600,1209730,365
1209700,1209800,1209650,1209799,2728
1209752,1209752,1209752,1209752,224
1209749,1209749,1209700,1209700,900
1209800,1209900,1209710,1209710,2300
1209900,1209900,1209852,1209899,4966
1209800,1209900,1209800,1209900,2215
1209900,1209900,1209800,1209900,1001
1209899,1209900,1209899,1209900,1300
1209800,1209959,1209800,1209890,2048
1209900,1209950,1209900,1209950,2000
1209900,1209900,1209900,1209900,87
1210000,1210100,1209900,1209900,21131
1209900,1210000,1209900,1209927,2949
1209900,1210000,1209900,1210000,400
1210100,1210100,1210028,1210028,1080
1210000,1210100,1209901,1210099,1990
1210028,1210028,1209900,1209915,3821
1210000,1210000,1210000,1210000,233
1210000,1210000,1209900,1209900,700
1209901,1209953,1209901,1209953,4713
1210000,1210000,1209999,1210000,1355
1210000,1210053,1210000,1210000,917
1210100,1210200,1210000,1210100,4207
1210200,1210200,1210200,1210200,400
1210300,1210400,1210000,1210098,5638
1210100,1210100,1210000,1210000,1888
1210000,1210100,1209900,1209900,8447
1210000,1210000,1209900,1209901,624
1210000,1210000,1209900,1209900,3226
1209900,1209900,1209800,1209800,7552
1209800,1209900,1209800,1209900,2309
1209800,1209850,1209500,1209500,4547
1209700,1209700,1209500,1209500,3821
1209510,1209580,1209500,1209500,2270
1209500,1209600,1209500,1209599,4772
1209500,1209600,1209500,1209500,2668
1209572,1209600,1209500,1209500,1208
1209600,1209600,1209300,1209395,2656
1209300,1209400,1209200,1209200,3401
1209200,1209220,1209200,1209200,806
1209300,1209500,1209300,1209500,5178
1209400,1209460,1209400,1209400,263
1209600,1209600,1209500,1209500,148
1209502,1209700,1209502,1209600,736
1209601,1209647,1209601,1209647,51
1209600,1209700,1209500,1209700,1680
1209601,1209700,1209600,1209600,1858
1209700,1209700,1209500,1209500,227
1209600,1209600,1209325,1209479,729
1209400,1209400,1209399,1209400,2105
1209400,1209400,1209300,1209300,670
1209399,1209399,1209200,1209300,910
1209299,1209299,1209100,1209100,2270
1209199,1209200,1209199,1209200,1300
1209100,1209200,1209100,1209200,541
1209100,1209300,1209100,1209300,5200
1209300,1209300,1209100,1209100,5983
1209100,1209200,1209100,1209147,432
1209100,1209100,1209100,1209100,2706
1209200,1209300,1209200,1209200,723
1209200,1209300,1209200,1209200,1087
1209190,1209190,1208800,1208999,9337
1208900,1208900,1208900,1208900,300
1208900,1209000,1208900,1208940,400
1209000,1209000,1209000,1209000,400
1209000,1209091,1209000,1209091,114
1209010,1209100,1209001,1209001,650
1209150,1209290,1209100,1209250,1695
1209200,1209275,1209200,1209200,312
1209250,1209250,1209250,1209250,100
1209299,1209300,1209270,1209270,402
1209200,1209250,1209100,1209148,8089
1209000,1209000,1208700,1208870,3826
1208900,1208900,1208900,1208900,100
1208800,1208800,1208400,1208700,8319
1208700,1208800,1208700,1208800,600
1208810,1208899,1208810,1208899,9
1208900,1208905,1208880,1208900,1085
1208800,1208800,1208600,1208800,1350
1208501,1208700,1208501,1208699,1428
1208400,1208500,1208400,1208401,1600
1208448,1208448,1208300,1208300,1065
1208304,1208500,1208300,1208500,3000
1208399,1208399,1208399,1208399,165
1208399,1208399,1208399,1208399,2
1208300,1208399,1208200,1208300,2489
1208272,1208272,1208100,1208200,4627
1208200,1208299,1208100,1208299,5001
1208200,1208300,1208200,1208300,2130
1208400,1208400,1208200,1208250,1227
1208400,1208400,1208400,1208400,100
1208253,1208253,1208253,1208253,300
1208267,1208300,1208250,1208300,590
1208201,1208400,1208201,1208400,87
1208399,1208399,1208364,1208364,251
1208300,1208300,1208300,1208300,900
1208300,1208399,1208300,1208399,125
1208300,1208400,1208300,1208300,1079
1208400,1208400,1208300,1208400,6437
1208304,1208406,1208304,1208406,2150
1208300,1208600,1208300,1208540,1494
1208640,1208648,1208300,1208400,3082
1208400,1208400,1208400,1208400,300
1208300,1208300,1208200,1208200,1669
1208100,1208300,1208100,1208300,3894
1208300,1208300,1208250,1208300,609
1208201,1208300,1208201,1208300,105
1208240,1208240,1208240,1208240,154
1208241,1208300,1208241,1208300,200
1208200,1208300,1208200,1208200,584
1208200,1208300,1208200,1208210,361
1208300,1208300,1208300,1208300,10
1208250,1208300,1208250,1208300,1425
1208300,1208600,1208250,1208600,5816
1208700,1208800,1208600,1208800,3656
1208800,1208800,1208790,1208790,221
1208800,1208800,1208700,1208700,261
1208799,1208799,1208701,1208747,1631
1208700,1208700,1208590,1208600,1037
1208600,1208600,1208402,1208475,1975
1208500,1208500,1208500,1208500,500
1208499,1208500,1208499,1208500,801
1208500,1208500,1208400,1208500,1300
1208400,1208400,1208400,1208400,300
1208386,1208386,1208386,1208386,299
1208399,1208500,1208300,1208500,2440
1208508,1208800,1208508,1208590,3788
1208700,1208750,1208700,1208750,600
1208750,1208750,1208699,1208699,520
1208605,1208605,1208605,1208605,200
1208613,1208613,1208520,1208601,791
1208800,1208800,1208701,1208701,670
1208848,1208848,1208848,1208848,150
1208900,1209100,1208900,1209100,1449
1208990,1208990,1208800,1208900,1259
1208975,1209000,1208900,1208900,13081
1208900,1208990,1208800,1208990,4601
1208900,1208963,1208900,1208963,2519
1208975,1208975,1208700,1208700,4496
1208600,1208641,1208500,1208641,5371
1208600,1209000,1208600,1208999,10602
1208950,1208990,1208900,1208901,1992
1208990,1208990,1208990,1208990,116
1209000,1209000,1209000,1209000,844
1209100,1209200,1209000,1209100,5981
1209000,1209000,1208900,1208900,2751
1208900,1208900,1208850,1208850,3418
1208800,1209092,1208800,1208853,271
1208800,1208860,1208800,1208860,971
1208900,1208900,1208699,1208700,6684
1208700,1208800,1208600,1208800,700
1208600,1208700,1208600,1208700,325
1208605,1208605,1208520,1208520,550
1208600,1208600,1208550,1208560,400
1208600,1208600,1208500,1208500,1700
1208500,1208575,1208475,1208475,4536
1208401,1208600,1208401,1208600,981
1208501,1208600,1208501,1208600,1157
1208550,1208600,1208500,1208500,782
1208500,1208500,1208500,1208500,82
1208699,1208700,1208593,1208593,2675
1208500,1208500,1208500,1208500,10
1208600,1208600,1208600,1208600,166
1208700,1208700,1208700,1208700,1817
1208799,1208799,1208799,1208799,110
1208800,1208800,1208800,1208800,100
1208700,1208700,1208600,1208650,3428
1208600,1208600,1208600,1208600,100
1208600,1208600,1208400,1208500,3094
1208490,1208500,1208450,1208450,756
1208500,1208590,1208500,1208590,140
1208500,1208699,1208500,1208699,742
1208600,1208600,1208600,1208600,208
1208501,1208501,1208501,1208501,26
1208547,1208547,1208400,1208500,1086
1208400,1208400,1208200,1208300,4684
1208266,1208430,1208200,1208430,4457
1208485,1208500,1208400,1208500,7106
1208550,1208600,1208500,1208500,300
1208500,1208500,1208500,1208500,1
1208500,1208500,1208100,1208300,7308
1208200,1208300,1208100,1208200,2453
1208200,1208400,1208200,1208400,1577
1208300,1208500,1208300,1208500,620
1208500,1208500,1208200,1208200,300
1208500,1208599,1208200,1208200,522
1208600,1208600,1208600,1208600,1300
1208700,1208778,1208700,1208778,960
1208800,1208800,1208799,1208800,4386
1208800,1208900,1208800,1208900,1200
1208900,1208900,1208890,1208890,996
1208800,1208800,1208700,1208700,438
1208800,1208900,1208800,1208900,1850
1208761,1208900,1208720,1208900,455
1208900,1208900,1208900,1208900,100
1208780,1208898,1208780,1208898,1000
1208900,1208900,1208700,1208700,350
1208899,1208900,1208700,1208700,745
1208899,1208900,1208800,1208900,330
1208900,1208900,1208810,1208810,800
1208899,1208900,1208700,1208700,3065
1208800,1208900,1208800,1208900,533
1208800,1208900,1208770,1208900,1157
1208700,1208700,1208700,1208700,70
1208700,1208800,1208700,1208800,495
1208725,1208800,1208725,1208800,452
1208700,1208700,1208700,1208700,88
1208800,1208900,1208800,1208900,7446
1208900,1208900,1208700,1208900,586
1208900,1208900,1208810,1208810,397
1208900,1208900,1208900,1208900,24
1208900,1208900,1208800,1208801,891
1208890,1208890,1208890,1208890,25
1208900,1208900,1208900,1208900,1943
1209000,1209100,1208899,1209000,7100
1209000,1209000,1208900,1209000,400
1208900,1208999,1208900,1208999,675
1209000,1209000,1209000,1209000,625
1208940,1209000,1208940,1209000,427
1208948,1209000,1208948,1209000,800
1208900,1209100,1208900,1209100,417
1209100,1209200,1209100,1209200,3925
1209201,1209301,1209201,1209300,1320
1209400,1209492,1209300,1209492,3044
1209400,1209439,1209300,1209300,552
1209400,1209400,1209360,1209400,700
1209300,1209500,1209300,1209500,300
1209404,1209600,1209404,1209600,3742
1209600,1209600,1209600,1209600,25
1209553,1209553,1209550,1209550,505
1209599,1209600,1209599,1209600,352
1209600,1209600,1209400,1209400,3149
1209400,1209499,1209400,1209499,45
1209400,1209600,1209400,1209599,3233
1209510,1209525,1209501,1209501,202
1209600,1210000,1209600,1209900,6537
1209900,1209900,1209770,1209800,520
1209700,1209805,1209700,1209805,1030
1209800,1209899,1209800,1209899,400
1209701,1209810,1209701,1209810,135
1209899,1209899,1209899,1209899,75
1209899,1209899,1209700,1209806,2461
1209700,1209700,1209600,1209600,1300
1209700,1209900,1209700,1209900,1374
1209900,1209900,1209800,1209800,2100
1209868,1209868,1209800,1209800,1900
1209800,1209900,1209800,1209900,2300
1209800,1209900,1209800,1209900,3314
1209800,1209801,1209800,1209801,1219
1209800,1209900,1209681,1209794,1067
1209700,1209800,1209699,1209800,1200
1209753,1209800,1209753,1209800,115
1209900,1209900,1209871,1209871,1244
1209800,1209890,1209600,1209600,2500
1209600,1209600,1209472,1209600,2600
1209400,1209500,1209400,1209500,2360
1209600,1209600,1209600,1209600,420
1209410,1209700,1209410,1209700,409
1209699,1209699,1209625,1209625,112
1209601,1209700,1209500,1209500,2051
1209630,1209630,1209500,1209500,587
1209630,1209630,1209410,1209472,1458
1209460,1209500,1209400,1209500,553
1209499,1209500,1209499,1209499,300
1209552,1209552,1209552,1209552,900
1209500,1209600,1209500,1209600,200
1209600,1209600,1209599,1209599,22
1209510,1209525,1209510,1209525,99
1209510,1209600,1209450,1209600,3283
1209447,1209447,1209300,1209300,366
1209301,1209400,1209301,1209400,203
1209400,1209400,1209400,1209400,107
1209300,1209300,1209200,1209200,1055
1209200,1209248,1209100,1209200,1080
1209300,1209300,1209300,1209300,600
1209300,1209400,1209300,1209400,701
1209300,1209300,1209300,1209300,3691
1209390,1209390,1209100,1209100,1082
1209189,1209400,1209101,1209400,2428
1209300,1209300,1209300,1209300,60
1209400,1209400,1209300,1209400,920
1209300,1209400,1209300,1209300,818
1209300,1209400,1209300,1209300,4615
1209356,1209356,1209200,1209300,2200
1209399,1209399,1209300,1209300,350
1209275,1209275,1209260,1209260,548
1209225,1209299,1209225,1209299,15
1209201,1209201,1209100,1209200,771
1209100,1209200,1209000,1209099,2825
1209200,1209200,1209200,1209200,210
1209200,1209200,1209200,1209200,500
1209200,1209200,1209199,1209199,164
1209100,1209134,1209100,1209134,350
1209200,1209200,1209200,1209200,605
1209275,1209275,1209207,1209207,1293
1209299,1209299,1209299,1209299,41
1209200,1209201,1209200,1209201,8
1209225,1209225,1209225,1209225,92
1209247,1209300,1209200,1209299,1055
1209280,1209280,1209200,1209200,3334
1209101,1209101,1209101,1209101,7
1209300,1209300,1209101,1209101,142
1209200,1209290,1209000,1209100,2725
1209100,1209100,1209100,1209100,100
1209100,1209100,1209099,1209099,235
1209010,1209090,1209010,1209090,51
1209072,1209072,1209025,1209025,1150
1209070,1209100,1209048,1209099,410
1209000,1209000,1209000,1209000,800
1209000,1209000,1208800,1208900,3145
1208800,1208810,1208800,1208800,995
1208800,1208800,1208702,1208702,620
1208800,1208900,1208740,1208850,4137
1208800,1208900,1208800,1208900,500
1208900,1208900,1208900,1208900,214
1208800,1208825,1208800,1208801,180
1208800,1208800,1208700,1208800,2622
1208799,1208899,1208710,1208899,1992
1208900,1208999,1208900,1208999,1542
1208900,1208999,1208900,1208900,128
1208900,1208900,1208900,1208900,100
1208999,1209000,1208987,1208987,300
1208999,1208999,1208999,1208999,18
1208940,1209100,1208940,1209000,2397
1209000,1209100,1208950,1209100,2720
1209100,1209100,1209000,1209065,10
1209100,1209100,1209000,1209091,657
1209000,1209010,1209000,1209010,97
1209070,1209070,1209070,1209070,1
1209010,1209150,1209000,1209050,3330
1209000,1209200,1208900,1208999,6361
1208990,1209070,1208900,1208900,3890
1209092,1209092,1208950,1208975,617
1208900,1209150,1208900,1209150,190
1208901,1209000,1208901,1209000,101
1208900,1208900,1208600,1208600,11854
1208550,1209000,1208550,1208700,3756
1208699,1208699,1208600,1208600,217
1208648,1208699,1208500,1208500,8654
1208501,1208501,1208500,1208500,23
1208500,1208599,1208500,1208599,3108
1208547,1208550,1208547,1208550,1010
1208500,1208600,1208500,1208600,554
1208590,1208590,1208500,1208590,6783
1208500,1208500,1208500,1208500,2548
1208500,1208500,1208500,1208500,834
1208500,1208500,1208500,1208500,100
1208500,1208550,1208500,1208550,716
1208500,1208599,1208500,1208590,6578
1208600,1208600,1208500,1208500,1002
1208500,1208528,1208500,1208528,650
1208500,1208600,1208500,1208550,1595
1208600,1208600,1208500,1208500,610
1208500,1208500,1208350,1208398,7152
1208300,1208500,1208300,1208300,11847
1208452,1208452,1208452,1208452,100
1208425,1208500,1208400,1208400,5093
1208450,1208500,1208450,1208500,700
1208499,1208499,1208499,1208499,1000
1208490,1208490,1208300,1208300,1920
1208247,1208270,1208200,1208270,642
1208290,1208300,1208100,1208193,2515
1208100,1208100,1208000,1208000,28974
1207900,1208000,1207800,1208000,18023
1208000,1208050,1208000,1208000,1203
1208000,1208047,1208000,1208030,1059
1208000,1208100,1207999,1208000,5404
1208025,1208200,1208025,1208100,1605
1208100,1208110,1208000,1208000,4928
1208000,1208000,1208000,1208000,2991
1208000,1208050,1208000,1208000,553
1208001,1208100,1208001,1208100,2045
1208100,1208200,1208000,1208101,1079
1208099,1208200,1208099,1208200,800
1208130,1208300,1208130,1208300,1640
1208300,1208500,1208300,1208500,5132
1208500,1208500,1208300,1208370,7804
1208400,1208400,1208261,1208261,4700
1208400,1208400,1208300,1208386,1372
1208300,1208300,1208300,1208300,50
1208220,1208220,1208220,1208220,50
1208300,1208300,1208300,1208300,78
1208228,1208353,1208228,1208353,2476
1208400,1208500,1208360,1208500,16489
1208470,1208470,1208470,1208470,500
1208500,1208500,1208401,1208448,1085
1208402,1208500,1208400,1208500,3314
1208401,1208499,1208401,1208499,2708
1208480,1208700,1208480,1208700,10123
1208700,1208800,1208640,1208700,2173
1208800,1208800,1208701,1208701,93
1208800,1209000,1208800,1209000,3756
1209000,1209000,1208933,1209000,1231
1209000,1209100,1208710,1208710,13378
1209000,1209100,1208800,1208800,4200
1208900,1208900,1208900,1208900,200
1209000,1209000,1208910,1208999,1007
1209000,1209000,1209000,1209000,4
1209000,1209000,1208950,1209000,2114
1209100,1209100,1209099,1209100,900
1209110,1209110,1209110,1209110,40
1209152,1209152,1209152,1209152,160
1209200,1209200,1209100,1209200,4076
1209101,1209300,1209101,1209300,75
1209252,1209400,1209252,1209400,2413
1209400,1209500,1209300,1209300,1500
1209300,1209325,1209200,1209200,1377
1209201,1209300,1209200,1209300,6950
1209300,1209300,1209300,1209300,100
1209201,1209299,1209025,1209025,3435
1209090,1209100,1209072,1209072,3760
1209049,1209049,1209049,1209049,500
1209070,1209070,1209000,1209000,2362
1209010,1209010,1208899,1208999,1601
1208810,1208900,1208800,1208800,1202
1208800,1208860,1208800,1208860,650
1208860,1208899,1208860,1208890,1750
1208899,1208899,1208852,1208852,101
1208800,1208899,1208800,1208800,1460
1208700,1208700,1208500,1208500,2530
1208450,1208450,1208100,1208400,29232
1208100,1208300,1208100,1208110,1080
1208300,1208350,1208200,1208250,6654
1208400,1208400,1208400,1208400,200
1208400,1208401,1208300,1208401,1129
1208500,1208500,1208500,1208500,337
1208400,1208500,1208400,1208500,400
1208600,1208600,1208550,1208600,4337
1208600,1208600,1208501,1208600,1500
1208600,1208600,1208599,1208599,150
1208540,1208600,1208500,1208510,564
1208500,1208501,1208500,1208501,192
1208599,1208599,1208599,1208599,12
1208501,1208600,1208501,1208600,187
1208552,1208600,1208552,1208600,760
1208600,1208600,1208600,1208600,200
1208510,1208630,1208510,1208630,104
1208600,1208600,1208600,1208600,200
1208700,1208700,1208600,1208600,446
1208700,1208700,1208700,1208700,100
1208700,1208800,1208700,1208700,1458
1208714,1208714,1208714,1208714,200
1208700,1208800,1208700,1208800,205
1208800,1208800,1208800,1208800,50
1208800,1208800,1208772,1208799,1162
1208770,1208770,1208770,1208770,200
1208800,1208800,1208800,1208800,100
1208890,1208900,1208700,1208700,1387
1208960,1208960,1208960,1208960,2500
1209000,1209000,1208901,1208975,155
1209000,1209000,1209000,1209000,32
1209000,1209000,1209000,1209000,168
1208900,1209000,1208900,1209000,28
1208901,1209099,1208900,1209099,4376
1209100,1209100,1209025,1209050,2260
1209052,1209099,1209052,1209099,1705
1209001,1209001,1209000,1209000,1954
1209100,1209100,1209050,1209100,834
1209000,1209000,1208875,1208950,8692
1208901,1208999,1208901,1208999,1360
1208900,1208900,1208900,1208900,200
1208900,1208948,1208900,1208900,1105
1208872,1208872,1208872,1208872,500
1208840,1208840,1208840,1208840,100
1208800,1208900,1208800,1208900,570
1208800,1208800,1208700,1208800,1111
1208800,1208800,1208800,1208800,300
1208800,1208899,1208800,1208810,1555
1208811,1208900,1208811,1208899,8457
1209000,1209000,1209000,1209000,16
1209000,1209000,1208800,1208800,2990
1208800,1208800,1208800,1208800,5213
1208700,1208700,1208500,1208600,887
1208633,1208633,1208633,1208633,160
1208600,1208699,1208500,1208575,1423
1208500,1208500,1208500,1208500,40
1208599,1208599,1208599,1208599,50
1208599,1208599,1208599,1208599,100
1208523,1208562,1208510,1208510,475
1208600,1208600,1208600,1208600,300
1208590,1208590,1208590,1208590,2
1208500,1208500,1208500,1208500,73
1208502,1208800,1208502,1208600,5314
1208800,1208900,1208800,1208848,551
1208900,1209100,1208900,1209100,2185
1209100,1209100,1209099,1209099,6
1209100,1209300,1209100,1209300,11378
1209300,1209300,1209100,1209100,2307
1209150,1209300,1209100,1209200,2050
1209300,1209399,1209300,1209300,128
1209300,1209400,1209299,1209400,5161
1209400,1209500,1209400,1209452,601
1209400,1209500,1209400,1209500,1917
1209500,1209500,1209340,1209400,1695
1209400,1209500,1209400,1209500,1407
1209600,1209600,1209501,1209501,1300
1209500,1209500,1209500,1209500,13
1209500,1209541,1209200,1209299,4893
1209210,1209300,1209210,1209210,416
1209600,1209600,1209600,1209600,85
1209200,1209240,1209200,1209200,4833
1209100,1209100,1209100,1209100,601
1209100,1209100,1209000,1209100,749
1209100,1209100,1209100,1209100,457
1209000,1209000,1208900,1208901,1651
1208801,1208999,1208801,1208900,251
1208999,1208999,1208999,1208999,25
1209000,1209000,1208800,1208800,1355
1208900,1208900,1208800,1208800,223
1208800,1208900,1208800,1208800,1226
1208800,1208899,1208600,1208600,2318
1208800,1208800,1208700,1208700,301
1208800,1208800,1208700,1208700,301
1208600,1208695,1208600,1208600,2468
1208600,1208700,1208600,1208700,458
1208700,1208700,1208700,1208700,200
1208610,1208800,1208610,1208800,950
1208700,1208799,1208700,1208799,508
1208770,1208770,1208735,1208735,1750
1208790,1208790,1208775,1208775,119
1208800,1208800,1208748,1208748,300
1208700,1208800,1208700,1208790,780
1208730,1208850,1208730,1208850,2431
1209000,1209130,1208900,1209130,6940
1209200,1209200,1209110,1209199,20
1209200,1209200,1209101,1209101,256
1209200,1209200,1209100,1209100,602
1209199,1209199,1209100,1209100,120
1209152,1209152,1209100,1209100,83
1209140,1209200,1209140,1209199,1049
1209200,1209200,1209200,1209200,100
1209101,1209199,1209101,1209189,560
1209130,1209200,1209130,1209190,1730
1209100,1209100,1209100,1209100,2410
1209080,1209120,1209050,1209050,1391
1209147,1209199,1209147,1209192,5535
1209200,1209200,1209150,1209200,650
1209110,1209300,1209110,1209300,8723
1209200,1209200,1209200,1209200,6
1209200,1209217,1209200,1209200,103
1209300,1209300,1209299,1209299,2
1209290,1209300,1209290,1209300,2200
1209299,1209300,1209299,1209300,1136
1209300,1209400,1209248,1209400,2374
1209350,1209500,1209350,1209500,2051
1209401,1209500,1209400,1209500,2312
1209441,1209475,1209401,1209401,1828
1209480,1209490,1209400,1209400,4998
1209350,1209350,1209300,1209300,519
1209350,1209350,1209300,1209300,200
1209399,1209399,1209356,1209356,134
1209300,1209400,1209300,1209400,325
1209400,1209400,1209400,1209400,2400
1209300,1209400,1209100,1209300,5937
1209125,1209300,1209122,1209300,6156
1209261,1209261,1209200,1209200,290
1209200,1209200,1209200,1209200,3
1209399,1209400,1209201,1209400,19
1209301,1209301,1209300,1209300,101
1209301,1209400,1209300,1209348,2840
1209370,1209370,1209348,1209348,474
1209300,1209300,1209199,1209200,3439
1209200,1209500,1209200,1209400,6075
1209500,1209599,1209500,1209599,804
1209550,1209550,1209500,1209500,200
1209590,1209590,1209590,1209590,13
1209600,1209700,1209600,1209700,3016
1209700,1209700,1209700,1209700,500
1209700,1209800,1209700,1209750,3612
1209748,1209750,1209700,1209725,575
1209800,1209800,1209800,1209800,1
1209799,1209799,1209710,1209710,5102
1209800,1209800,1209800,1209800,1
1209752,1209800,1209714,1209714,4056
1209701,1209701,1209701,1209701,10
1209800,1210000,1209800,1209900,8887
1209900,1210000,1209900,1209900,1890
1210000,1210000,1209800,1209800,3166
1209900,1209900,1209900,1209900,1700
1209960,1209960,1209800,1209900,7019
1209930,1209930,1209830,1209910,1506
1209900,1209900,1209800,1209800,3330
1209800,1209900,1209700,1209800,1141
1209700,1209700,1209700,1209700,100
1209800,1209900,1209700,1209700,2282
1209700,1209800,1209700,1209701,6901
1209800,1209800,1209400,1209400,6207
1209500,1209600,1209300,1209300,3355
1209400,1209400,1209280,1209280,393
1209300,1209390,1209200,1209300,8268
1209200,1209200,1209000,1209000,543
1209099,1209099,1208999,1209000,2339
1209000,1209030,1208990,1208990,475
1209000,1209000,1208900,1209000,720
1208999,1208999,1208900,1208983,303
1208990,1209000,1208900,1208900,1268
1208900,1208999,1208900,1208999,60
1208900,1208900,1208900,1208900,134
1208900,1208900,1208800,1208900,900
1208801,1208801,1208800,1208800,164
1208899,1208899,1208600,1208800,5009
1208852,1208898,1208800,1208898,10470
1208848,1209000,1208848,1209000,1015
1208920,1209000,1208800,1208800,1700
