Open,High,Low,Close,Volume
1191100,1192200,1191000,1191133,14011
1191200,1192200,1191100,1191600,15321
1191500,1191800,1191100,1191200,15390
1191100,1191150,1190800,1190900,21266
1190890,1191100,1190800,1190800,9048
1190800,1191300,1190800,1190990,9068
1191000,1191000,1190800,1190800,7075
1190700,1190900,1190700,1190720,7907
1190900,1191000,1190899,1191000,844
1190600,1190800,1188400,1188800,397978
1188900,1189500,1187900,1188400,73259
1188550,1189800,1188400,1188900,54659
1188902,1189100,1187200,1187201,44877
1187300,1187900,1187000,1187000,24772
1187400,1188300,1187000,1188100,32231
1188000,1188300,1187000,1187200,27972
1187100,1187600,1187000,1187300,19906
1187150,1188100,1187094,1187900,29524
1187900,1188500,1187800,1188300,13950
1188400,1188500,1188100,1188100,19312
1188100,1190200,1187600,1188300,65781
1188100,1188100,1187500,1187805,4968
1187900,1188700,1187900,1188600,8743
1188800,1189106,1188680,1189000,5563
1189100,1189800,1188800,1189800,29167
1189800,1190300,1187808,1190000,18790
1190100,1190400,1189700,1190000,10001
1189975,1190600,1189800,1190100,14067
1189900,1191000,1189900,1190800,8363
1190900,1190900,1190100,1190100,3255
1190100,1190200,1189600,1189700,9351
1189700,1190490,1189700,1190000,10218
1190000,1190400,1190000,1190200,2566
1190200,1190599,1190100,1190500,9432
1190300,1190500,1189800,1189975,4877
1189900,1190100,1189800,1189800,4150
1189800,1190400,1189800,1190334,5375
1190399,1190400,1189900,1189900,3987
1189800,1190100,1189800,1189800,8459
1189837,1189837,1189600,1189600,9074
1189800,1189900,1189500,1189700,6361
1189750,1189800,1189700,1189738,2467
1189790,1190000,1189790,1190000,5863
1189999,1190000,1189900,1189950,2779
1189900,1190300,1189900,1189900,8651
1190000,1190120,1190000,1190000,4126
1190099,1190180,1189600,1189799,12710
1189765,1190000,1189700,1189700,5650
1189800,1190000,1189700,1189799,2804
1189700,1189800,1189700,1189700,1339
1189700,1190000,1189700,1189860,5190
1189800,1189900,1189700,1189700,2823
1189800,1189900,1189700,1189800,5792
1189700,1190000,1189500,1189900,11599
1189700,1189800,1189300,1189600,3505
1189700,1189700,1189400,1189700,3860
1189700,1189800,1189600,1189700,3844
1189500,1189800,1189500,1189800,3702
1189899,1189900,1189699,1189900,1322
1189600,1190100,1189500,1189910,5486
1190020,1190100,1189900,1189975,3121
1190000,1190400,1190000,1190100,5336
1190000,1190300,1189800,1189800,3535
1189800,1189900,1189600,1189810,3832
1189800,1189900,1189510,1189700,2625
1189800,1189900,1189701,1189900,26025
1189900,1190101,1189600,1190000,2448
1190200,1190244,1189730,1189980,8576
1189773,1189810,1189773,1189800,641
1189900,1190000,1189800,1189875,651
1189900,1190300,1189800,1190150,2311
1190300,1190300,1190101,1190300,2662
1190300,1190300,1190180,1190200,702
1190101,1190300,1190000,1190200,2370
1190200,1190300,1190200,1190300,103
1190200,1190400,1190200,1190400,4556
1190400,1190400,1190300,1190400,3536
1190301,1190900,1190300,1190900,6226
1190850,1190850,1190320,1190600,6383
1190699,1190800,1190500,1190600,1754
1190600,1190700,1190500,1190500,1801
1190500,1190500,1190300,1190500,4633
1190499,1190500,1190300,1190300,5390
1190480,1190480,1189700,1190200,20644
1190000,1190500,1189800,1190000,5507
1190100,1190480,1189500,1189800,16943
1189800,1190000,1189700,1189700,4061
1189700,1189900,1189500,1189500,6401
1189600,1189800,1189400,1189800,10698
1189900,1190000,1189500,1189825,5686
1189875,1190000,1189500,1189799,12525
1189600,1189800,1189600,1189799,3688
1189900,1189900,1189100,1189300,14353
1189300,1189800,1189100,1189300,26974
1189300,1189400,1189300,1189328,400
1189300,1189500,1189300,1189400,2320
1189600,1189700,1189600,1189699,4230
1189700,1189800,1189399,1189399,4371
1189900,1190000,1189750,1190000,12871
1189962,1190000,1189630,1189899,3055
1189800,1189800,1189300,1189700,7764
1189700,1190000,1189700,1189900,3500
1189900,1190000,1189600,1189800,2277
1189600,1189600,1189300,1189600,3166
1189575,1189700,1189399,1189399,1875
1189300,1189390,1189300,1189390,675
1189400,1189400,1189300,1189350,1246
1189300,1189400,1189300,1189362,3764
1189395,1189400,1189300,1189350,1074
1189400,1189800,1189400,1189751,3056
1189735,1189800,1189735,1189800,800
1189800,1189897,1189800,1189800,374
1189851,1189851,1189600,1189600,1000
1189700,1189880,1189700,1189800,866
1189800,1190000,1189800,1189801,1675
1189875,1190000,1189800,1189800,1438
1189800,1189900,1189795,1189900,2925
1190000,1190000,1189700,1189700,748
1189702,1189702,1189702,1189702,375
1189900,1189900,1189800,1189801,2850
1189800,1190000,1189720,1189800,2785
1189700,1189900,1189700,1189740,2330
1189700,1189800,1189700,1189760,4189
1189740,1189740,1189600,1189620,1599
1189678,1189700,1189580,1189700,490
1189600,1189700,1189500,1189566,2290
1189700,1189700,1189400,1189500,2712
1189500,1189500,1189300,1189310,3888
1189300,1189600,1189300,1189400,8151
1189360,1189360,1189360,1189360,100
1189432,1189499,1189432,1189480,550
1189500,1189500,1189200,1189500,2684
1189500,1189500,1189500,1189500,68
1189354,1189500,1189354,1189402,1923
1189401,1189500,1189300,1189400,2367
1189400,1189500,1189375,1189400,1766
1189500,1189500,1189301,1189500,2683
1189500,1189500,1189447,1189450,3655
1189500,1189600,1189433,1189500,4364
1189600,1189800,1189499,1189800,9164
1189700,1189874,1189700,1189836,750
1189890,1189890,1189300,1189400,8685
1189314,1189500,1189300,1189300,1760
1189400,1189400,1189300,1189300,2742
1189399,1189399,1189200,1189200,2355
1189275,1189300,1189100,1189199,4141
1189200,1189200,1188400,1188400,12894
1189000,1189000,1188400,1188599,7223
1188500,1189020,1188401,1188598,4210
1188501,1188700,1188463,1188500,3241
1188600,1188600,1188300,1188300,2911
1188500,1188500,1188200,1188500,4067
1188300,1188320,1188200,1188300,2360
1188347,1188700,1188300,1188674,12318
1188680,1188700,1188300,1188500,4432
1188500,1188600,1188400,1188580,512
1188600,1188900,1188550,1188705,2661
1188900,1189400,1188701,1189200,6587
1189200,1189234,1188925,1188925,8128
1188900,1188900,1188500,1188500,2639
1189000,1189300,1188800,1188950,9574
1188800,1189200,1188800,1189200,603
1189200,1189300,1188800,1188900,5104
1188700,1188900,1188500,1188800,1968
1188600,1188800,1188400,1188400,3404
1188590,1188650,1188200,1188501,7520
1188300,1188760,1187900,1187900,15472
1188000,1188099,1187900,1188000,11816
1188001,1188099,1187700,1187700,5540
1187800,1189800,1187700,1189800,2276
1187700,1187900,1187700,1187890,4493
1187900,1188000,1187760,1187900,4250
1187852,1188200,1187852,1188200,1432
1188200,1188600,1188100,1188600,4957
1188600,1188600,1188180,1188590,290
1188600,1188800,1188500,1188500,4410
1188600,1188600,1188100,1188320,3183
1188200,1188500,1188100,1188400,4554
1188400,1188400,1188200,1188300,734
1188290,1188300,1188095,1188200,2599
1188100,1188200,1187900,1187900,1125
1187870,1188000,1187870,1187901,775
1187950,1188000,1187800,1187900,4838
1187900,1188000,1187800,1187950,4992
1187950,1188300,1187800,1188100,42898
1188100,1188200,1188000,1188000,5588
1188100,1188175,1188000,1188100,2276
1188001,1188200,1188001,1188200,476
1188000,1188200,1187975,1188000,4293
1188200,1188200,1187900,1188099,4149
1188078,1188100,1187900,1188000,5227
1188100,1188400,1188100,1188400,5135
1188444,1188700,1188300,1188500,2897
1188500,1188580,1188490,1188500,1051
1188475,1188600,1188400,1188450,1918
1188500,1188500,1188200,1188401,400
1188499,1188500,1188200,1188200,2896
1188100,1188200,1187800,1188000,7335
1187900,1188000,1187900,1187920,3451
1188000,1188100,1187900,1188000,977
1188000,1188100,1188000,1188000,1436
1188000,1188100,1188000,1188000,4029
1188000,1188099,1188000,1188075,530
1188100,1188200,1187900,1188022,9589
1188100,1188100,1187900,1187900,664
1187900,1188000,1187500,1187500,5617
1187500,1187500,1187200,1187380,7107
1187200,1187399,1187200,1187310,5408
1187300,1187400,1187300,1187350,2470
1187350,1187600,1187350,1187600,3322
1187600,1187700,1187500,1187600,1510
1187800,1188000,1187700,1187700,3055
1187900,1187900,1187500,1187600,5934
1187600,1188000,1187400,1187453,5660
1187500,1187500,1187220,1187300,9048
1187200,1187300,1186500,1186700,19987
1186500,1187150,1186200,1186520,19519
1186600,1187200,1186200,1186700,12806
1186600,1187100,1186500,1187100,7198
1187000,1187000,1186600,1186600,535
1186600,1186848,1186500,1186848,8887
1186900,1187300,1186800,1187149,8151
1187200,1187400,1186420,1187400,10052
1187100,1187500,1187100,1187450,3874
1187400,1187800,1187400,1187700,5897
1187700,1187900,1187600,1187800,8823
1187800,1187999,1187800,1187940,7281
1188000,1188000,1187892,1187892,7964
1188000,1188150,1187900,1187950,11522
1188000,1188800,1188000,1188617,30271
1188700,1188700,1187900,1188075,11900
1188028,1188300,1187900,1187970,5713
1187960,1188000,1187910,1187970,2114
1187900,1188100,1187100,1187400,20462
1187300,1187599,1187000,1187300,6173
1187400,1187600,1187000,1187450,23683
1187600,1187600,1187500,1187600,1836
1187400,1187700,1187400,1187700,6463
1187700,1187700,1187600,1187600,3985
1187501,1187700,1187501,1187700,2533
1187800,1187800,1187100,1187300,6744
1187100,1187299,1187075,1187075,1054
1187100,1187283,1187100,1187100,919
1187100,1187508,1187020,1187110,1712
1187200,1187200,1187000,1187180,6445
1187100,1187100,1187000,1187050,14434
1187100,1187300,1187099,1187300,1900
1187200,1187500,1186200,1187300,4334
1187600,1187900,1187600,1187900,1859
1187720,1188200,1187720,1188100,6880
1188000,1188100,1188000,1188050,7668
1188001,1188001,1187310,1187310,7133
1187400,1187400,1187300,1187400,321
1187400,1187420,1187120,1187120,916
1187100,1187290,1187000,1187200,962
1187250,1187300,1187000,1187010,2750
1187100,1187100,1186999,1187060,3692
1187000,1187100,1186700,1186700,5749
1186700,1186799,1186600,1186700,5442
1186700,1187000,1186700,1186899,5251
1186800,1186820,1186800,1186810,900
1186825,1187000,1186800,1187000,3189
1187000,1187000,1186900,1186900,1489
1187000,1187000,1186950,1186960,2225
1187000,1187500,1187000,1187402,14147
1187600,1187600,1187200,1187400,3150
1187100,1187200,1187000,1187000,255
1187200,1187200,1187000,1187000,300
1187050,1187100,1187020,1187038,934
1187000,1187099,1187000,1187050,364
1187100,1187400,1187100,1187400,2390
1187400,1187800,1187400,1187620,4638
1187732,1188000,1187600,1188000,819
1187940,1188000,1187510,1187800,8451
1187899,1188150,1187300,1187480,8839
1187300,1187489,1187300,1187400,1330
1187400,1187600,1187400,1187600,5355
1187600,1187600,1187400,1187500,4097
1187500,1187600,1187400,1187600,2696
1187500,1187600,1187400,1187500,921
1187400,1187600,1187400,1187400,4463
1187599,1187600,1187401,1187420,2286
1187600,1187672,1187400,1187600,3810
1187700,1187700,1187500,1187500,1305
1187550,1187600,1187490,1187490,813
1187500,1187690,1187400,1187690,1358
1187600,1187778,1187600,1187700,2162
1187700,1187800,1187400,1187500,5308
1187700,1187700,1187500,1187700,7046
1187700,1188100,1187601,1187601,14336
1188100,1188200,1188000,1188200,7966
1188100,1188300,1187900,1188187,9435
1188125,1188190,1188050,1188098,3210
1188010,1188100,1187900,1188000,21951
1188000,1188200,1187910,1188000,23554
1188000,1188100,1188000,1188100,3890
1188000,1188100,1187700,1187875,7031
1187820,1188100,1187500,1188100,6863
1188000,1188100,1187776,1187900,3038
1187662,1187900,1187500,1187600,2816
1187600,1187620,1187400,1187500,7426
1187420,1187600,1187100,1187400,9079
1187262,1187367,1187100,1187100,1359
1187300,1187300,1187100,1187147,3434
1187200,1187225,1187100,1187100,2809
1187100,1187200,1187100,1187100,2582
1187200,1187200,1187190,1187200,1495
1187132,1187500,1187100,1187101,6906
1187298,1187368,1187200,1187201,1749
1187400,1187600,1187101,1187590,4671
1187600,1187900,1187500,1187600,13857
1187600,1188100,1187400,1187700,11152
1188040,1188040,1187401,1187600,890
1187800,1188100,1187460,1187850,11507
1188000,1188000,1187800,1187800,1557
1188000,1188000,1187301,1187525,8355
1187500,1187600,1187300,1187400,892
1187500,1187500,1187100,1187100,4366
1187100,1187300,1187100,1187300,3825
1187200,1187400,1187160,1187400,4865
1187499,1187575,1187499,1187575,2220
1187550,1187750,1187550,1187640,1750
1187800,1187800,1187750,1187750,2350
1187750,1187800,1187700,1187800,3594
1187750,1187750,1187600,1187650,2816
1187650,1187700,1187600,1187650,1554
1187600,1187700,1187600,1187650,1603
1187700,1188000,1187700,1188000,7957
1188000,1188100,1187925,1188010,14225
1188000,1188050,1187800,1188000,4398
1188000,1188100,1187800,1188010,4996
1188010,1188100,1187800,1188000,13894
1188000,1188100,1187900,1188034,3370
1188000,1188050,1187950,1187950,798
1188000,1188100,1187900,1188100,4906
1188000,1188200,1188000,1188100,11405
1188100,1188200,1188100,1188200,2179
1188190,1188400,1188100,1188210,6552
1188220,1188300,1188200,1188250,2265
1188300,1188300,1188200,1188200,4663
1188150,1188200,1188000,1188038,1913
1188000,1188010,1187800,1187800,4719
1187800,1188000,1187800,1187950,6911
1188000,1188000,1187800,1187800,48208
1187700,1187700,1187600,1187650,3659
1187900,1187900,1187600,1187700,3764
1187700,1187700,1187600,1187699,2130
1187625,1187625,1187200,1187300,5894
1187300,1187300,1187200,1187201,2167
1187280,1187400,1187200,1187400,4557
1187400,1187500,1187300,1187500,3198
1187500,1187800,1187401,1187800,4810
1187800,1187887,1187800,1187850,1525
1187899,1187899,1187626,1187626,1860
1187680,1187800,1187625,1187800,684
1187700,1187800,1187600,1187700,3718
1187700,1187800,1187600,1187800,4453
1187799,1187800,1187700,1187750,2501
1187701,1187800,1187700,1187783,2294
1187700,1187750,1187600,1187601,2705
1187653,1187675,1187500,1187600,3265
1187700,1187800,1187500,1187600,2810
1187500,1187500,1187400,1187400,2657
1187380,1187400,1186700,1186800,25281
1186800,1186800,1186300,1186500,9446
1186400,1187500,1186100,1186200,6443
1186100,1186200,1185700,1185900,22735
1185800,1186800,1185700,1185970,23803
1186000,1186500,1185800,1186200,7979
1186400,1186700,1186300,1186500,3198
1186700,1186950,1186700,1186950,3037
1186850,1187000,1186810,1186810,6664
1186800,1186900,1186800,1186820,959
1186890,1187000,1186800,1186900,2607
1186800,1187000,1186800,1186800,1550
1186850,1186900,1186800,1186848,2730
1186900,1187000,1186500,1186500,4057
1186600,1186600,1186300,1186400,2551
1186300,1186400,1186000,1186100,8482
1186000,1186150,1185900,1186120,3135
1186200,1186300,1186100,1186101,4530
1186267,1186400,1186100,1186400,2986
1186500,1186600,1186400,1186500,1615
1186490,1186500,1186400,1186460,3441
1186450,1186600,1186400,1186532,5551
1186600,1186800,1186550,1186701,5489
1186700,1186740,1186300,1186300,5598
1186301,1186900,1186300,1186550,7672
1186600,1186700,1186514,1186600,1419
1186699,1186800,1186500,1186800,3295
1186700,1187000,1186700,1186900,2016
1186900,1186900,1186725,1186725,2582
1186700,1186700,1186600,1186700,4250
1186601,1186787,1186400,1186400,11056
1186400,1186500,1186300,1186401,1474
1186400,1186400,1186300,1186300,340
1186350,1186400,1186315,1186400,1410
1186301,1186400,1186300,1186372,1333
1186400,1186600,1186301,1186383,2121
1186300,1186370,1186100,1186300,2851
1186210,1186290,1185900,1186000,3815
1185900,1186000,1185700,1185973,5790
1185900,1186000,1185900,1185900,928
1185900,1186100,1185900,1186000,6381
1186100,1186300,1185990,1186200,1869
1186200,1186200,1186000,1186099,1244
1186100,1186130,1185300,1185330,14257
1185500,1186000,1182800,1183000,173199
1182800,1183300,1182500,1183100,89636
1183100,1185970,1182900,1184100,28860
1183900,1184400,1182900,1184300,8078
1184200,1184250,1183500,1183500,9589
1183330,1183700,1183100,1183100,12511
1183400,1184100,1182800,1182800,19250
1182900,1183600,1182800,1183300,12174
1183100,1184200,1183100,1184100,33525
1184100,1184100,1183600,1183800,8344
1183700,1184100,1183600,1183600,13655
1183700,1183800,1183600,1183800,3343
1183803,1184200,1183750,1184030,10224
1184200,1184300,1184000,1184300,8541
1184400,1184700,1184033,1184100,11304
1183950,1184190,1183950,1184000,6233
1184100,1184700,1184100,1184700,5011
1184699,1184699,1184500,1184501,2534
1184575,1184700,1184500,1184500,3809
1184600,1184700,1184500,1184680,3134
1184700,1184700,1184600,1184699,2347
1184560,1184700,1184560,1184700,3313
1184700,1184700,1184600,1184600,803
1184647,1184700,1184400,1184500,7879
1184600,1184800,1184505,1184700,13452
1184725,1184800,1184700,1184700,7383
1184728,1184800,1184700,1184800,4619
1184750,1184800,1184700,1184800,1286
1184750,1184900,1184750,1184900,5618
1184800,1185000,1184700,1185000,5662
1184900,1184900,1184700,1184700,12460
1184750,1184800,1184500,1184500,7601
1184930,1185000,1184400,1184400,10460
1184500,1184700,1184420,1184433,1093
1184588,1185000,1184290,1184290,28056
1184225,1184300,1184000,1184100,7107
1184099,1184300,1184099,1184300,803
1184295,1184300,1184200,1184300,2690
1184500,1184500,1184000,1184320,4075
1183925,1184270,1183900,1183900,173
1184100,1184100,1184100,1184100,961
1184278,1184278,1184100,1184199,2026
1184300,1184300,1183947,1183947,487
1183933,1184300,1183600,1183600,12988
1183638,1184300,1183100,1183168,22447
1183300,1183300,1182800,1183000,10177
1182900,1184110,1182704,1183000,2596
1182975,1183300,1182920,1183300,5502
1183300,1183300,1182700,1183099,11050
1183111,1183200,1183110,1183200,1666
1183200,1183400,1183100,1183156,4289
1183100,1183247,1183100,1183100,6098
1183150,1183200,1183100,1183100,3797
1183150,1183200,1183000,1183000,7630
1183100,1183162,1182600,1182600,4382
1182710,1182900,1182600,1182630,14856
1182800,1182800,1181600,1182527,46597
1182400,1182400,1181800,1182002,11469
1182100,1182600,1182100,1182400,11475
1182300,1182400,1181833,1182100,17446
1181900,1182100,1181600,1181600,17866
1181600,1182050,1181500,1181700,16583
1181700,1181700,1181500,1181700,12944
1181700,1181740,1181100,1181225,18968
1181100,1181400,1181100,1181300,4943
1181200,1181300,1181100,1181300,6094
1181200,1181300,1181200,1181200,4775
1181299,1181300,1181100,1181100,9104
1181200,1181200,1180200,1180200,23302
1180300,1181000,1180200,1180500,19571
1180500,1180700,1180200,1180200,24231
1180200,1180500,1180200,1180500,5937
1180500,1180500,1175600,1177000,374774
1175900,1181000,1175900,1179000,120618
1179100,1179700,1177000,1178280,49021
1177000,1178300,1176200,1177100,55492
1177300,1177800,1176400,1176700,38881
1176500,1178400,1175500,1175800,43733
1175899,1176400,1175200,1176400,33591
1176400,1179300,1175300,1178100,30574
1177900,1178105,1175200,1176000,39812
1176332,1176800,1176000,1176600,10420
1176800,1179100,1176500,1178800,52650
1178700,1178800,1176600,1177800,29759
1177900,1177900,1176100,1176500,23306
1176700,1178700,1176207,1176800,19368
1176900,1177200,1176300,1176800,24808
1176700,1178000,1176600,1177800,16305
1177800,1179300,1177700,1178800,57128
1178900,1179300,1176980,1178780,22815
1178600,1179100,1177080,1178700,7582
1178700,1179300,1178100,1178100,12657
1178000,1178999,1177500,1177758,25958
1177400,1178444,1177300,1177800,9166
1177800,1177900,1177000,1177733,10752
1177767,1178900,1177460,1178300,13468
1178120,1178600,1178101,1178600,4110
1178580,1178758,1178400,1178400,5091
1178600,1178700,1178200,1178501,16297
1178600,1179600,1178600,1179400,20843
1179400,1179700,1179400,1179700,12216
1179600,1179700,1179300,1179700,12674
1179700,1179700,1179400,1179400,13373
1179420,1179700,1179200,1179200,5550
1179200,1179700,1178500,1178650,13470
1178550,1180000,1178500,1179875,20308
1179900,1180000,1179900,1180000,34112
1180000,1180900,1179900,1180700,34415
1180600,1181200,1180000,1181000,18665
1180900,1180900,1179400,1180599,15309
1180300,1180780,1179800,1180145,12520
1180100,1180200,1179700,1179700,3274
1179900,1180091,1179300,1179500,5448
1179500,1180100,1178800,1179600,11430
1179529,1180200,1179300,1180100,11516
1180100,1180100,1179564,1179600,6158
1179700,1180200,1179425,1180000,9645
1179920,1180200,1179600,1180178,16502
1180200,1180500,1180100,1180400,3302
1180375,1180600,1180200,1180600,6184
1180600,1180700,1180000,1180000,15436
1180000,1180200,1179900,1180100,10053
1179900,1180100,1179600,1180000,12413
1180200,1180200,1179000,1180000,10224
1180000,1180200,1179900,1180172,5998
1180200,1180300,1180000,1180300,5002
1180300,1180600,1180181,1180600,4920
1180500,1180700,1180400,1180700,3950
1180700,1180900,1180600,1180800,2687
1180600,1180657,1180301,1180655,5944
1180760,1180900,1180600,1180900,4226
1180800,1181000,1180750,1180750,9230
1180800,1180800,1180700,1180700,11562
1180800,1181200,1180700,1181000,13556
1181000,1181100,1181000,1181076,4881
1181000,1181100,1180700,1180700,9707
1180898,1181000,1180700,1180952,4105
1181000,1181300,1180800,1181300,19929
1181100,1181400,1180901,1181300,7265
1180900,1181100,1180900,1181000,1517
1180900,1181000,1180800,1180902,4438
1180820,1180948,1180701,1180772,3586
1180800,1180900,1180600,1180800,2704
1180600,1180900,1180400,1180900,9228
1180900,1181000,1180900,1181000,6054
1181000,1181000,1180900,1180950,5630
1181000,1181100,1180900,1180900,5178
1181000,1181000,1180900,1180900,6892
1180900,1181100,1180900,1181100,7418
1181050,1181500,1180960,1181000,15182
1181049,1181500,1181000,1181500,4308
1181500,1181500,1181100,1181100,8305
1181300,1181500,1180800,1181095,32087
1181095,1181400,1180900,1181400,9391
1181475,1181500,1181150,1181300,6243
1181300,1181500,1181100,1181500,6303
1181500,1181500,1181300,1181499,3086
1181475,1181500,1181200,1181500,4296
1181600,1181800,1181290,1181600,10017
1181700,1181800,1181208,1181800,5150
1181600,1181800,1181600,1181800,4310
1181800,1182000,1181700,1181700,7889
1181750,1181900,1181669,1181700,4778
1181731,1181900,1181600,1181600,5504
1181699,1181700,1181000,1181200,16805
1181000,1181400,1180800,1180900,10433
1180800,1181400,1180800,1181240,13138
1181050,1181400,1181050,1181100,2538
1181099,1181500,1181069,1181201,4688
1181400,1181499,1181200,1181400,5027
1181400,1181500,1181300,1181500,2797
1181400,1181600,1181200,1181500,8383
1181600,1181600,1181300,1181305,1956
1181350,1181500,1181200,1181497,1981
1181500,1181700,1181500,1181600,10239
1181600,1182000,1181500,1181800,20109
1182000,1182000,1181600,1181775,7128
1181500,1181690,1181200,1181690,2069
1181400,1181500,1181300,1181325,1165
1181300,1181400,1181000,1181150,6350
1181060,1181300,1181000,1181100,5596
1181010,1181100,1181000,1181049,5492
1181025,1181140,1180800,1180800,3839
1180800,1181200,1180400,1180400,14383
1180580,1180580,1180100,1180200,5901
1180200,1180500,1180200,1180400,12945
1180301,1180500,1179900,1180400,31310
1180400,1180490,1179900,1180400,8554
1180301,1180450,1179800,1179800,8071
1180399,1180408,1179600,1179800,16514
1179900,1180098,1179500,1179700,8723
1179500,1179800,1179500,1179700,4885
1179600,1179700,1179500,1179700,2009
1179700,1179800,1179500,1179634,5882
1179560,1180000,1179500,1180000,1913
1180000,1180700,1179800,1180500,8568
1180300,1180300,1179800,1180100,3054
1180000,1180098,1179700,1179780,721
1180000,1180400,1179100,1179300,11066
1179500,1181000,1179300,1180000,14975
1179900,1180300,1179900,1179900,1500
1179901,1179901,1179700,1179900,2985
1179700,1180178,1179700,1179700,4438
1179899,1179900,1179799,1179900,875
1180000,1180300,1179800,1180300,2008
1180000,1180500,1180000,1180100,3270
1180280,1180300,1180100,1180300,1693
1180200,1180350,1179700,1179700,6057
1179700,1180100,1179500,1180100,4850
1179620,1180100,1179620,1179998,4161
1180000,1180100,1179800,1180100,2736
1180025,1180025,1179900,1180000,3781
1179800,1180195,1179800,1180100,3298
1180250,1180300,1180100,1180150,3389
1180101,1180200,1180000,1180000,3053
1180200,1180200,1180000,1180000,3887
1180100,1180100,1179900,1179900,2062
1179900,1179900,1179700,1179750,5014
1179700,1180000,1179694,1180000,8899
1179701,1180000,1179701,1179800,959
1180000,1180000,1179700,1179700,11785
1179833,1179980,1179700,1179700,1762
1179700,1179799,1179200,1179480,6072
1179100,1179300,1178500,1178600,16730
1178700,1179200,1178500,1178610,9024
1178700,1178834,1178400,1178500,3708
1178600,1178935,1178400,1178800,7452
1178966,1179200,1178800,1178900,5408
1179199,1179500,1178900,1179300,8593
1179300,1179300,1179100,1179100,527
1179180,1179190,1178500,1178690,8056
1178700,1179120,1178700,1178700,410
1178800,1178800,1178600,1178700,5107
1178800,1179066,1178600,1178600,2234
1178700,1178900,1178700,1178850,1771
1178800,1179200,1178800,1179000,7662
1179002,1179300,1178890,1179100,5075
1179200,1179400,1179100,1179400,3484
1179250,1179700,1179100,1179500,5235
1179500,1179600,1179300,1179405,1362
1179500,1179600,1179000,1179542,9154
1179410,1179700,1179410,1179500,3207
1179500,1179570,1178400,1178700,13358
1178620,1178700,1178400,1178700,3519
1178899,1178900,1178422,1178900,4785
1178900,1179000,1178800,1178800,2865
1178994,1178994,1178700,1178700,1900
1178700,1178750,1178402,1178600,9050
1178600,1178800,1178500,1178510,1537
1178600,1178680,1178500,1178680,2618
1178720,1178800,1178620,1178710,6085
1178875,1179400,1178875,1178890,5577
1179200,1179275,1178950,1179275,2896
1179102,1179500,1179100,1179300,5479
1179300,1179500,1179100,1179100,4745
1179100,1179300,1179100,1179300,2811
1179196,1179300,1179100,1179300,1265
1179120,1179200,1178800,1178900,2605
1178850,1179300,1178800,1179000,7179
1179000,1179200,1179000,1179200,675
1179081,1179300,1179000,1179300,3755
1179100,1179500,1179100,1179200,8336
1179200,1179300,1179101,1179101,2231
1179200,1179300,1179100,1179100,1600
1179200,1179800,1179100,1179600,11534
1179320,1179800,1179300,1179490,13315
1179400,1180000,1179400,1179991,4507
1180000,1180000,1179500,1180000,10085
1179900,1180000,1179700,1180000,4776
1180000,1180000,1179800,1179800,10940
1179820,1180000,1179620,1179799,4117
1179800,1179800,1179380,1179500,1769
1179500,1179500,1179370,1179500,1160
1179520,1179900,1179430,1179800,2674
1179900,1179900,1179700,1179800,2900
1179800,1179800,1179500,1179600,2140
1179900,1179900,1179500,1179500,1750
1179700,1180000,1179500,1179600,7310
1179800,1179899,1179625,1179800,1061
1179600,1179800,1179600,1179744,1800
1179600,1179600,1179300,1179300,5131
1179400,1179400,1179300,1179399,6300
1179400,1179600,1179300,1179400,4406
1179500,1179500,1179499,1179499,200
1179500,1179900,1179499,1179900,2887
1179570,1179800,1179300,1179600,6250
1179800,1179800,1179600,1179800,2875
1179650,1179900,1179650,1179801,3967
1179700,1179900,1179700,1179900,8094
1179898,1179900,1179700,1179900,1494
1179701,1180400,1179700,1180000,33905
1179800,1179810,1179500,1179500,9044
1179600,1179600,1179400,1179500,5872
1179400,1179600,1179300,1179499,7232
1179600,1179700,1179500,1179500,1106
1179550,1179800,1179400,1179599,1748
1179600,1179800,1179550,1179600,1871
1179520,1180200,1179500,1180100,3175
1180000,1180400,1180000,1180100,9441
1180200,1180400,1179590,1180201,20374
1179600,1180000,1179600,1179999,4284
1180000,1180000,1179901,1179901,6168
1179900,1180000,1179700,1179775,621
1179900,1179900,1179800,1179800,371
1179875,1179900,1179600,1179600,1088
1179680,1179799,1179600,1179799,1335
1179800,1179800,1179650,1179700,675
1179800,1180000,1179639,1179700,9805
1179926,1179926,1179792,1179900,1595
1179899,1179900,1179700,1179700,796
1179798,1180000,1179700,1180000,6539
1179700,1180000,1179700,1180000,6737
1180100,1180100,1179600,1179600,8819
1180065,1180065,1179600,1179600,9335
1179600,1180099,1179600,1180075,40058
1179900,1180300,1179900,1180299,12133
1180200,1180300,1180000,1180000,1370
1180000,1180100,1180000,1180099,584
1180100,1180180,1180000,1180001,1207
1180200,1180200,1179600,1179700,3798
1179600,1180000,1179500,1179902,19463
1180000,1180000,1179800,1180000,3714
1179800,1180000,1179800,1179999,545
1179866,1180000,1179700,1179700,2354
1179775,1179999,1179700,1179900,3484
1179990,1179999,1179900,1179999,520
1179900,1180000,1179900,1179900,1881
1180000,1180100,1179900,1180050,38737
1180000,1180100,1179999,1180070,5106
1180075,1180098,1179848,1179900,4014
1180050,1180050,1179550,1179600,2932
1179550,1179700,1179500,1179700,3172
